CIRCUITS REPORT
=============================================================================================================================================== 
  CIRC    FROM    TO      Pik (MW)  Qik (MVAr)   Sik (MVA)   Pki (MW)  Qki (MVAr)    Ski (MVA)  Cap (MVA)    Loading    Ploss (MW)  Qloss (MVAr)
 1900   5502    950       40.71        0.00       40.71      -40.71       0.00       -40.71   3338.0000       0.0122        0.000        0.000
 1901   2214    951      -10.56        0.00      -10.56       10.56       0.00        10.56   480.0000       0.0220        0.000        0.000
 1902   2812    951       26.86        0.00       26.86      -26.86       0.00       -26.86   386.0000       0.0696        0.000        0.000
 1903   2597    952      -21.20        0.00      -21.20       21.20       0.00        21.20   581.0000       0.0365        0.000        0.000
 1904   3432    952       31.20        0.00       31.20      -31.20       0.00       -31.20   351.0000       0.0889        0.000        0.000
 1905   1045    953      -33.42        0.00      -33.42       33.42       0.00        33.42   424.0000       0.0788        0.000        0.000
 1906   1103    953      -33.30        0.00      -33.30       33.30       0.00        33.30   331.0000       0.1006        0.000        0.000
 1907   2361    953      -42.05        0.00      -42.05       42.05       0.00        42.05   328.0000       0.1282        0.000        0.000
 1908   3072    953      -25.90        0.00      -25.90       25.90       0.00        25.90   603.0000       0.0430        0.000        0.000
 1909   1047    954      -68.30        0.00      -68.30       68.30       0.00        68.30   558.0000       0.1224        0.000        0.000
 1910   1199    954      259.37        0.00      259.37     -259.37       0.00      -259.37   558.0000       0.4648        0.000        0.000
 1911   2661    955       20.18        0.00       20.18      -20.18       0.00       -20.18   333.0000       0.0606        0.000        0.000
 1912   5235    955       -2.88        0.00       -2.88        2.88       0.00         2.88   333.0000       0.0086        0.000        0.000
 1913   1518    956        0.00        0.00        0.00        0.00       0.00         0.00   1281.0000       0.0000        0.000        0.000
 1914   1374    957       14.00        0.00       14.00      -14.00       0.00       -14.00   4421.0000       0.0032        0.000        0.000
 1915   2301    958      -35.42        0.00      -35.42       35.42       0.00        35.42   324.0000       0.1093        0.000        0.000
 1916   2316    958      -36.77        0.00      -36.77       36.77       0.00        36.77   273.0000       0.1347        0.000        0.000
 1917   2913    958      -62.21        0.00      -62.21       62.21       0.00        62.21   237.0000       0.2625        0.000        0.000
 1918   4411    958      -24.07        0.00      -24.07       24.07       0.00        24.07   986.0000       0.0244        0.000        0.000
 1919   4638    958      -53.82        0.00      -53.82       53.82       0.00        53.82   213.0000       0.2527        0.000        0.000
 1920   4874    958      -31.63        0.00      -31.63       31.63       0.00        31.63   712.0000       0.0444        0.000        0.000
 1921   4411    958      -25.63        0.00      -25.63       25.63       0.00        25.63   1091.0000       0.0235        0.000        0.000
 1922   1219    959      232.77        0.00      232.77     -232.77       0.00      -232.77   1101.0000       0.2114        0.000        0.000
 1923   1243    959      203.06        0.00      203.06     -203.06       0.00      -203.06   1311.0000       0.1549        0.000        0.000
 1924   2150    959     -292.18        0.00     -292.18      292.18       0.00       292.18   2245.0000       0.1301        0.000        0.000
 1925   2917    959     -321.48        0.00     -321.48      321.48       0.00       321.48   1308.0000       0.2458        0.000        0.000
 1926   3605    959      339.53        0.00      339.53     -339.53       0.00      -339.53   1711.0000       0.1984        0.000        0.000
 1927   4467    959      101.85        0.00      101.85     -101.85       0.00      -101.85   1579.0000       0.0645        0.000        0.000
 1928   1243    959      257.36        0.00      257.36     -257.36       0.00      -257.36   1567.0000       0.1642        0.000        0.000
 1929   2150    959     -292.14        0.00     -292.14      292.14       0.00       292.14   2244.0000       0.1302        0.000        0.000
 1930   2917    959     -364.04        0.00     -364.04      364.04       0.00       364.04   1579.0000       0.2306        0.000        0.000
 1931   3605    959      339.36        0.00      339.36     -339.36       0.00      -339.36   1711.0000       0.1983        0.000        0.000
 1932   4468    959       68.12        0.00       68.12      -68.12       0.00       -68.12   1579.0000       0.0431        0.000        0.000
 1933   4468    959       67.29        0.00       67.29      -67.29       0.00       -67.29   1579.0000       0.0426        0.000        0.000
 1934   4467    959      100.53        0.00      100.53     -100.53       0.00      -100.53   1711.0000       0.0588        0.000        0.000
 1935   4909    960        5.00        0.00        5.00       -5.00       0.00        -5.00   21515.0000       0.0002        0.000        0.000
 1936   5241    961        2.30        0.00        2.30       -2.30       0.00        -2.30   31602.0000       0.0001        0.000        0.000
 1937   2949    962        3.54        0.00        3.54       -3.54       0.00        -3.54   3706.0000       0.0010        0.000        0.000
 1938   1184    963       -1.74        0.00       -1.74        1.74       0.00         1.74   348.0000       0.0050        0.000        0.000
 1939   5703    963       11.24        0.00       11.24      -11.24       0.00       -11.24   16188.0000       0.0007        0.000        0.000
 1940   2948    964       -9.90        0.00       -9.90        9.90       0.00         9.90   158.0000       0.0627        0.000        0.000
 1941   3916    964       34.59        0.00       34.59      -34.59       0.00       -34.59   128.0000       0.2703        0.000        0.000
 1942   4439    964       12.41        0.00       12.41      -12.41       0.00       -12.41   522.0000       0.0238        0.000        0.000
 1943   2740    965      -14.00        0.00      -14.00       14.00       0.00        14.00   962.0000       0.0146        0.000        0.000
 1944   3460    965      -46.23        0.00      -46.23       46.23       0.00        46.23   721.0000       0.0641        0.000        0.000
 1945   3769    965      -12.15        0.00      -12.15       12.15       0.00        12.15   351.0000       0.0346        0.000        0.000
 1946   4013    965      -38.63        0.00      -38.63       38.63       0.00        38.63   470.0000       0.0822        0.000        0.000
 1947   4050    965      -55.49        0.00      -55.49       55.49       0.00        55.49   355.0000       0.1563        0.000        0.000
 1948   5311    965        0.00        0.00        0.00       -0.00       0.00        -0.00   4437.0000       0.0000        0.000        0.000
 1949   2741    965      -20.00        0.00      -20.00       20.00       0.00        20.00   959.0000       0.0209        0.000        0.000
 1950   3768    965      -16.96        0.00      -16.96       16.96       0.00        16.96   351.0000       0.0483        0.000        0.000
 1951   1463    966      -15.19        0.00      -15.19       15.19       0.00        15.19   406.0000       0.0374        0.000        0.000
 1952   1463    966      -14.40        0.00      -14.40       14.40       0.00        14.40   406.0000       0.0355        0.000        0.000
 1953   1463    966      -15.23        0.00      -15.23       15.23       0.00        15.23   492.0000       0.0310        0.000        0.000
 1954   4865    968      230.30        0.00      230.30     -230.30       0.00      -230.30   1380.0000       0.1669        0.000        0.000
 1955   4865    967      231.86        0.00      231.86     -231.86       0.00      -231.86   1380.0000       0.1680        0.000        0.000
